model,response_length,key_phrase_count,similarity_score,score,meets_threshold
llama3.1:latest,84,3,,34.800000000000004,True
llama3.1:latest,42,3,,18.0,True
llama3.1:latest,50,3,,21.2,True
llama3.1:latest,54,3,,22.8,True
llama3.1:latest,49,3,,20.8,True
llama3.1:latest,43,3,,18.4,True
llama3.1:latest,116,3,,47.60000000000001,True
llama3.1:latest,93,2,,38.0,True
llama3.1:latest,44,3,,18.8,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,87,3,,36.00000000000001,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,116,3,,47.60000000000001,True
llama3.1:latest,26,0,,10.4,False
llama3.1:latest,54,3,,22.8,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,173,3,,70.4,True
llama3.1:latest,76,2,,31.200000000000003,True
llama3.1:latest,74,3,,30.8,True
llama3.1:latest,47,3,,20.0,True
llama3.1:latest,193,3,,78.4,True
llama3.1:latest,70,3,,29.2,True
llama3.1:latest,76,3,,31.6,True
llama3.1:latest,71,3,,29.6,True
llama3.1:latest,39,3,,16.8,True
llama3.1:latest,152,3,,62.00000000000001,True
llama3.1:latest,90,2,,36.8,True
llama3.1:latest,30,0,,12.0,False
llama3.1:latest,100,3,,41.2,True
llama3.1:latest,65,3,,27.2,True
llama3.1:latest,150,3,,61.2,True
llama3.1:latest,34,0,,13.6,False
llama3.1:latest,60,2,,24.8,True
llama3.1:latest,70,3,,29.2,True
llama3.1:latest,50,3,,21.2,True
llama3.1:latest,66,2,,27.200000000000003,True
llama3.1:latest,97,3,,40.00000000000001,True
llama3.1:latest,74,3,,30.8,True
llama3.1:latest,89,3,,36.8,True
llama3.1:latest,68,3,,28.4,True
llama3.1:latest,59,3,,24.8,True
llama3.1:latest,67,3,,28.0,True
llama3.1:latest,90,3,,37.2,True
llama3.1:latest,36,3,,15.6,True
llama3.1:latest,50,3,,21.2,True
llama3.1:latest,104,3,,42.8,True
llama3.1:latest,29,0,,11.6,False
llama3.1:latest,113,3,,46.400000000000006,True
llama3.1:latest,58,3,,24.4,True
llama3.1:latest,52,3,,22.0,True
llama3.1:latest,39,3,,16.8,True
llama3.1:latest,71,3,,29.6,True
llama3.1:latest,85,3,,35.2,True
llama3.1:latest,71,3,,29.6,True
llama3.1:latest,92,3,,38.00000000000001,True
llama3.1:latest,82,3,,34.00000000000001,True
llama3.1:latest,95,3,,39.2,True
llama3.1:latest,39,3,,16.8,True
llama3.1:latest,21,0,,8.4,False
llama3.1:latest,48,3,,20.4,True
llama3.1:latest,20,0,,8.0,False
llama3.1:latest,48,3,,20.4,True
llama3.1:latest,41,3,,17.6,True
llama3.1:latest,70,3,,29.2,True
llama3.1:latest,89,3,,36.8,True
llama3.1:latest,42,3,,18.0,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,89,3,,36.8,True
llama3.1:latest,45,3,,19.2,True
llama3.1:latest,53,3,,22.4,True
llama3.1:latest,39,3,,16.8,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,28,0,,11.2,False
llama3.1:latest,59,3,,24.8,True
llama3.1:latest,89,3,,36.8,True
llama3.1:latest,89,3,,36.8,True
llama3.1:latest,75,2,,30.8,True
llama3.1:latest,104,3,,42.8,True
llama3.1:latest,108,3,,44.400000000000006,True
llama3.1:latest,87,3,,36.00000000000001,True
llama3.1:latest,54,3,,22.8,True
llama3.1:latest,40,3,,17.2,True
llama3.1:latest,86,3,,35.6,True
llama3.1:latest,73,3,,30.4,True
llama3.1:latest,62,3,,26.0,True
llama3.1:latest,41,3,,17.6,True
llama3.1:latest,81,3,,33.6,True
llama3.1:latest,55,3,,23.2,True
llama3.1:latest,113,3,,46.400000000000006,True
llama3.1:latest,93,3,,38.400000000000006,True
llama3.1:latest,51,3,,21.6,True
llama3.1:latest,63,3,,26.4,True
llama3.1:latest,46,3,,19.6,True
llama3.1:latest,157,2,,63.6,True
llama3.1:latest,150,2,,60.8,True
llama3.1:latest,188,3,,76.4,True
llama3.1:latest,197,2,,79.60000000000001,True
llama3.1:latest,169,2,,68.4,True
llama3.1:latest,218,3,,88.4,True
llama3.1:latest,94,2,,38.4,True
llama3.1:latest,164,2,,66.4,True
llama3.1:latest,166,2,,67.2,True
llama3.1:latest,194,3,,78.80000000000001,True
llama3.1:latest,93,2,,38.0,True
llama3.1:latest,165,2,,66.8,True
llama3.1:latest,162,3,,66.0,True
llama3.1:latest,183,3,,74.4,True
llama3.1:latest,127,1,,51.2,False
llama3.1:latest,82,2,,33.6,True
llama3.1:latest,150,1,,60.4,False
llama3.1:latest,168,3,,68.4,True
llama3.1:latest,171,3,,69.60000000000001,True
llama3.1:latest,79,2,,32.4,True
llama3.1:latest,141,2,,57.2,True
llama3.1:latest,97,2,,39.6,True
llama3.1:latest,169,2,,68.4,True
llama3.1:latest,176,2,,71.2,True
llama3.1:latest,243,2,,98.0,True
llama3.1:latest,277,2,,111.6,True
llama3.1:latest,152,2,,61.6,True
llama3.1:latest,178,2,,72.0,True
llama3.1:latest,169,1,,68.00000000000001,False
llama3.1:latest,174,2,,70.4,True
llama3.1:latest,161,2,,65.2,True
llama3.1:latest,161,3,,65.60000000000001,True
llama3.1:latest,226,2,,91.2,True
llama3.1:latest,132,2,,53.6,True
llama3.1:latest,5,0,,2.0,False
llama3.1:latest,142,3,,58.00000000000001,True
llama3.1:latest,204,2,,82.4,True
llama3.1:latest,253,2,,102.0,True
llama3.1:latest,18,0,,7.2,False
llama3.1:latest,186,2,,75.2,True
llama3.1:latest,123,3,,50.400000000000006,True
llama3.1:latest,165,1,,66.4,False
llama3.1:latest,137,2,,55.6,True
llama3.1:latest,223,2,,90.0,True
llama3.1:latest,169,1,,68.00000000000001,False
llama3.1:latest,154,3,,62.8,True
llama3.1:latest,246,2,,99.2,True
llama3.1:latest,234,3,,94.8,True
llama3.1:latest,168,1,,67.60000000000001,False
llama3.1:latest,138,3,,56.400000000000006,True
llama3.1:latest,189,1,,76.00000000000001,False
llama3.1:latest,114,1,,46.0,False
llama3.1:latest,225,2,,90.8,True
llama3.1:latest,130,2,,52.8,True
llama3.1:latest,159,2,,64.4,True
llama3.1:latest,195,1,,78.4,False
llama3.1:latest,146,2,,59.2,True
llama3.1:latest,207,3,,84.00000000000001,True
llama3.1:latest,218,3,,88.4,True
llama3.1:latest,143,2,,58.0,True
llama3.1:latest,163,2,,66.0,True
llama3.1:latest,102,2,,41.6,True
llama3.1:latest,151,3,,61.60000000000001,True
llama3.1:latest,143,2,,58.0,True
llama3.1:latest,118,2,,48.0,True
llama3.1:latest,35,0,,14.0,False
llama3.1:latest,235,2,,94.8,True
llama3.1:latest,114,3,,46.8,True
llama3.1:latest,159,3,,64.8,True
llama3.1:latest,170,1,,68.4,False
llama3.1:latest,166,3,,67.60000000000001,True
llama3.1:latest,130,3,,53.2,True
llama3.1:latest,145,2,,58.8,True
llama3.1:latest,177,2,,71.6,True
llama3.1:latest,207,2,,83.60000000000001,True
llama3.1:latest,114,3,,46.8,True
llama3.1:latest,158,1,,63.6,False
llama3.1:latest,192,2,,77.60000000000001,True
llama3.1:latest,147,3,,60.00000000000001,True
llama3.1:latest,199,2,,80.4,True
llama3.1:latest,208,2,,84.0,True
llama3.1:latest,242,2,,97.6,True
llama3.1:latest,149,3,,60.8,True
llama3.1:latest,208,1,,83.60000000000001,False
llama3.1:latest,108,1,,43.6,False
llama3.1:latest,175,3,,71.2,True
llama3.1:latest,169,3,,68.80000000000001,True
llama3.1:latest,133,2,,54.0,True
llama3.1:latest,197,1,,79.20000000000002,False
llama3.1:latest,203,2,,82.0,True
llama3.1:latest,94,2,,38.4,True
llama3.1:latest,157,3,,64.0,True
llama3.1:latest,205,2,,82.8,True
llama3.1:latest,257,2,,103.6,True
llama3.1:latest,275,2,,110.8,True
llama3.1:latest,178,2,,72.0,True
llama3.1:latest,150,3,,61.2,True
llama3.1:latest,180,3,,73.2,True
llama3.1:latest,231,2,,93.2,True
llama3.1:latest,176,2,,71.2,True
