model,prompt,review_index,response_length,key_phrase_count,similarity_score,meets_threshold,score
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},69,55,3,,True,23.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},70,65,3,,True,27.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},71,117,3,,True,48.00000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},72,164,3,,True,66.80000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},73,142,3,,True,58.00000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},74,143,3,,True,58.400000000000006
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},75,55,3,,True,23.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},76,108,3,,True,44.400000000000006
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},77,83,3,,True,34.400000000000006
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},78,121,3,,True,49.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},79,113,2,,True,46.0
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},80,98,2,,True,40.0
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},81,103,3,,True,42.400000000000006
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},82,142,2,,True,57.6
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},83,79,3,,True,32.800000000000004
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},84,116,3,,True,47.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},85,120,3,,True,49.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},86,83,3,,True,34.400000000000006
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},87,102,3,,True,42.00000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},88,131,3,,True,53.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},89,129,3,,True,52.800000000000004
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},90,96,3,,True,39.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},91,126,3,,True,51.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},92,157,3,,True,64.0
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},93,161,3,,True,65.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},94,111,3,,True,45.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},95,170,3,,True,69.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},96,110,3,,True,45.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},97,101,3,,True,41.60000000000001
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},98,106,2,,True,43.2
gemma2:27b,Generate a user story that summarizes the key features or improvements requested in this review: {review},99,122,2,,True,49.6
codellama:latest,Turn the following review into a concise user story: {review},0,143,3,,True,58.400000000000006
codellama:latest,Turn the following review into a concise user story: {review},1,86,2,,True,35.199999999999996
codellama:latest,Turn the following review into a concise user story: {review},2,73,1,,False,29.6
codellama:latest,Turn the following review into a concise user story: {review},3,121,1,,False,48.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},4,118,1,,False,47.6
codellama:latest,Turn the following review into a concise user story: {review},5,228,1,,False,91.60000000000001
codellama:latest,Turn the following review into a concise user story: {review},6,68,1,,False,27.6
codellama:latest,Turn the following review into a concise user story: {review},7,59,3,,True,24.8
codellama:latest,Turn the following review into a concise user story: {review},8,67,3,,True,28.0
codellama:latest,Turn the following review into a concise user story: {review},9,40,3,,True,17.2
codellama:latest,Turn the following review into a concise user story: {review},10,77,1,,False,31.2
codellama:latest,Turn the following review into a concise user story: {review},11,138,2,,True,56.0
codellama:latest,Turn the following review into a concise user story: {review},12,109,3,,True,44.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},13,96,1,,False,38.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},14,76,2,,True,31.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},15,136,1,,False,54.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},16,137,3,,True,56.00000000000001
codellama:latest,Turn the following review into a concise user story: {review},17,68,2,,True,28.000000000000004
codellama:latest,Turn the following review into a concise user story: {review},18,75,1,,False,30.4
codellama:latest,Turn the following review into a concise user story: {review},19,61,3,,True,25.6
codellama:latest,Turn the following review into a concise user story: {review},20,73,1,,False,29.6
codellama:latest,Turn the following review into a concise user story: {review},21,107,1,,False,43.2
codellama:latest,Turn the following review into a concise user story: {review},22,64,1,,False,26.0
codellama:latest,Turn the following review into a concise user story: {review},23,72,1,,False,29.2
codellama:latest,Turn the following review into a concise user story: {review},24,221,1,,False,88.80000000000001
codellama:latest,Turn the following review into a concise user story: {review},25,62,1,,False,25.2
codellama:latest,Turn the following review into a concise user story: {review},26,105,3,,True,43.2
codellama:latest,Turn the following review into a concise user story: {review},27,66,2,,True,27.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},28,57,1,,False,23.2
codellama:latest,Turn the following review into a concise user story: {review},29,79,1,,False,32.0
codellama:latest,Turn the following review into a concise user story: {review},30,43,1,,False,17.599999999999998
codellama:latest,Turn the following review into a concise user story: {review},31,38,3,,True,16.400000000000002
codellama:latest,Turn the following review into a concise user story: {review},32,211,1,,False,84.80000000000001
codellama:latest,Turn the following review into a concise user story: {review},33,105,3,,True,43.2
codellama:latest,Turn the following review into a concise user story: {review},34,122,1,,False,49.2
codellama:latest,Turn the following review into a concise user story: {review},35,183,1,,False,73.60000000000001
codellama:latest,Turn the following review into a concise user story: {review},36,176,1,,False,70.80000000000001
codellama:latest,Turn the following review into a concise user story: {review},37,177,2,,True,71.6
codellama:latest,Turn the following review into a concise user story: {review},38,56,2,,True,23.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},39,101,2,,True,41.2
codellama:latest,Turn the following review into a concise user story: {review},40,53,2,,True,22.000000000000004
codellama:latest,Turn the following review into a concise user story: {review},41,58,3,,True,24.400000000000002
codellama:latest,Turn the following review into a concise user story: {review},42,94,1,,False,38.0
codellama:latest,Turn the following review into a concise user story: {review},43,160,1,,False,64.4
codellama:latest,Turn the following review into a concise user story: {review},44,118,1,,False,47.6
codellama:latest,Turn the following review into a concise user story: {review},45,120,1,,False,48.4
codellama:latest,Turn the following review into a concise user story: {review},46,60,1,,False,24.4
codellama:latest,Turn the following review into a concise user story: {review},47,141,1,,False,56.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},48,78,2,,True,32.0
codellama:latest,Turn the following review into a concise user story: {review},49,193,1,,False,77.60000000000001
codellama:latest,Turn the following review into a concise user story: {review},50,129,1,,False,52.0
codellama:latest,Turn the following review into a concise user story: {review},51,198,1,,False,79.60000000000001
codellama:latest,Turn the following review into a concise user story: {review},52,145,2,,True,58.8
codellama:latest,Turn the following review into a concise user story: {review},53,76,2,,True,31.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},54,125,1,,False,50.4
codellama:latest,Turn the following review into a concise user story: {review},55,137,1,,False,55.2
codellama:latest,Turn the following review into a concise user story: {review},56,107,1,,False,43.2
codellama:latest,Turn the following review into a concise user story: {review},57,66,2,,True,27.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},58,138,1,,False,55.6
codellama:latest,Turn the following review into a concise user story: {review},59,156,2,,True,63.2
codellama:latest,Turn the following review into a concise user story: {review},60,65,3,,True,27.2
codellama:latest,Turn the following review into a concise user story: {review},61,116,1,,False,46.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},62,81,3,,True,33.6
codellama:latest,Turn the following review into a concise user story: {review},63,77,3,,True,32.0
codellama:latest,Turn the following review into a concise user story: {review},64,37,2,,True,15.600000000000001
codellama:latest,Turn the following review into a concise user story: {review},65,53,2,,True,22.000000000000004
codellama:latest,Turn the following review into a concise user story: {review},66,34,3,,True,14.8
codellama:latest,Turn the following review into a concise user story: {review},67,87,1,,False,35.2
codellama:latest,Turn the following review into a concise user story: {review},68,37,3,,True,16.0
codellama:latest,Turn the following review into a concise user story: {review},69,44,1,,False,18.0
codellama:latest,Turn the following review into a concise user story: {review},70,118,2,,True,48.0
codellama:latest,Turn the following review into a concise user story: {review},71,47,1,,False,19.2
codellama:latest,Turn the following review into a concise user story: {review},72,82,1,,False,33.2
codellama:latest,Turn the following review into a concise user story: {review},73,147,1,,False,59.2
codellama:latest,Turn the following review into a concise user story: {review},74,43,3,,True,18.4
codellama:latest,Turn the following review into a concise user story: {review},75,81,1,,False,32.8
codellama:latest,Turn the following review into a concise user story: {review},76,75,1,,False,30.4
codellama:latest,Turn the following review into a concise user story: {review},77,50,2,,True,20.8
codellama:latest,Turn the following review into a concise user story: {review},78,145,1,,False,58.4
codellama:latest,Turn the following review into a concise user story: {review},79,44,1,,False,18.0
codellama:latest,Turn the following review into a concise user story: {review},80,128,1,,False,51.6
codellama:latest,Turn the following review into a concise user story: {review},81,217,2,,True,87.60000000000001
codellama:latest,Turn the following review into a concise user story: {review},82,96,1,,False,38.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},83,47,2,,True,19.6
codellama:latest,Turn the following review into a concise user story: {review},84,79,3,,True,32.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},85,47,2,,True,19.6
codellama:latest,Turn the following review into a concise user story: {review},86,146,1,,False,58.800000000000004
codellama:latest,Turn the following review into a concise user story: {review},87,72,2,,True,29.6
codellama:latest,Turn the following review into a concise user story: {review},88,54,3,,True,22.8
codellama:latest,Turn the following review into a concise user story: {review},89,118,1,,False,47.6
codellama:latest,Turn the following review into a concise user story: {review},90,46,3,,True,19.6
codellama:latest,Turn the following review into a concise user story: {review},91,107,1,,False,43.2
codellama:latest,Turn the following review into a concise user story: {review},92,132,2,,True,53.6
codellama:latest,Turn the following review into a concise user story: {review},93,191,1,,False,76.80000000000001
codellama:latest,Turn the following review into a concise user story: {review},94,166,2,,True,67.2
codellama:latest,Turn the following review into a concise user story: {review},95,100,1,,False,40.4
codellama:latest,Turn the following review into a concise user story: {review},96,89,1,,False,36.0
codellama:latest,Turn the following review into a concise user story: {review},97,51,2,,True,21.200000000000003
codellama:latest,Turn the following review into a concise user story: {review},98,46,3,,True,19.6
codellama:latest,Turn the following review into a concise user story: {review},99,209,3,,True,84.80000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",0,193,3,,True,78.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",1,93,3,,True,38.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",2,48,3,,True,20.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",3,133,3,,True,54.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",4,41,3,,True,17.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",5,89,3,,True,36.800000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",6,38,3,,True,16.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",7,126,3,,True,51.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",8,43,3,,True,18.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",9,76,3,,True,31.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",10,50,3,,True,21.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",11,35,3,,True,15.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",12,428,3,,True,172.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",13,107,3,,True,44.00000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",14,102,2,,True,41.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",15,28,3,,True,12.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",16,107,3,,True,44.00000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",17,28,3,,True,12.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",18,83,3,,True,34.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",19,131,3,,True,53.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",20,76,2,,True,31.200000000000003
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",21,130,3,,True,53.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",22,73,3,,True,30.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",23,83,3,,True,34.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",24,101,2,,True,41.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",25,95,2,,True,38.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",26,36,3,,True,15.600000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",27,161,3,,True,65.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",28,39,3,,True,16.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",29,86,3,,True,35.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",30,34,3,,True,14.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",31,74,3,,True,30.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",32,190,3,,True,77.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",33,256,3,,True,103.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",34,51,3,,True,21.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",35,183,3,,True,74.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",36,87,3,,True,36.00000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",37,55,2,,True,22.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",38,79,3,,True,32.800000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",39,42,3,,True,18.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",40,116,3,,True,47.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",41,117,3,,True,48.00000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",42,94,2,,True,38.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",43,44,3,,True,18.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",44,177,3,,True,72.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",45,122,3,,True,50.00000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",46,113,3,,True,46.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",47,154,3,,True,62.800000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",48,49,3,,True,20.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",49,73,2,,True,30.000000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",50,81,2,,True,33.199999999999996
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",51,60,3,,True,25.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",52,73,3,,True,30.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",53,233,3,,True,94.4
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",54,74,2,,True,30.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",55,145,3,,True,59.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",56,89,3,,True,36.800000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",57,37,3,,True,16.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",58,37,3,,True,16.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",59,57,2,,True,23.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",60,57,2,,True,23.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",61,129,3,,True,52.800000000000004
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",62,42,3,,True,18.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",63,93,2,,True,38.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",64,29,3,,True,12.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",65,75,3,,True,31.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",66,54,3,,True,22.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",67,80,3,,True,33.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",68,77,2,,True,31.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",69,30,3,,True,13.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",70,56,2,,True,23.200000000000003
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",71,260,3,,True,105.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",72,59,2,,True,24.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",73,100,3,,True,41.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",74,39,3,,True,16.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",75,100,3,,True,41.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",76,136,3,,True,55.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",77,148,3,,True,60.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",78,42,3,,True,18.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",79,74,2,,True,30.400000000000002
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",80,65,3,,True,27.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",81,36,3,,True,15.600000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",82,180,3,,True,73.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",83,90,2,,True,36.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",84,80,3,,True,33.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",85,71,3,,True,29.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",86,126,3,,True,51.60000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",87,98,2,,True,40.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",88,35,3,,True,15.2
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",89,179,3,,True,72.80000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",90,42,2,,True,17.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",91,87,2,,True,35.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",92,36,3,,True,15.600000000000001
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",93,49,3,,True,20.8
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",94,86,3,,True,35.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",95,83,3,,True,34.400000000000006
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",96,42,3,,True,18.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",97,66,3,,True,27.6
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",98,42,3,,True,18.0
codellama:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",99,78,3,,True,32.400000000000006
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},0,324,1,,False,130.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},1,67,1,,False,27.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},2,185,1,,False,74.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},3,81,3,,True,33.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},4,187,1,,False,75.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},5,70,2,,True,28.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},6,235,1,,False,94.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},7,137,3,,True,56.00000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},8,165,2,,True,66.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},9,76,3,,True,31.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},10,59,1,,False,24.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},11,100,1,,False,40.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},12,79,1,,False,32.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},13,116,1,,False,46.800000000000004
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},14,93,1,,False,37.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},15,377,2,,True,151.60000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},16,312,3,,True,126.00000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},17,200,1,,False,80.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},18,243,1,,False,97.60000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},19,143,1,,False,57.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},20,104,3,,True,42.800000000000004
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},21,155,1,,False,62.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},22,73,1,,False,29.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},23,97,1,,False,39.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},24,75,1,,False,30.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},25,99,2,,True,40.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},26,239,1,,False,96.00000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},27,162,2,,True,65.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},28,162,1,,False,65.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},29,218,1,,False,87.60000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},30,56,1,,False,22.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},31,143,1,,False,57.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},32,277,1,,False,111.20000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},33,113,2,,True,46.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},34,337,1,,False,135.20000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},35,136,1,,False,54.800000000000004
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},36,161,2,,True,65.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},37,109,1,,False,44.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},38,182,1,,False,73.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},39,139,1,,False,56.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},40,111,1,,False,44.800000000000004
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},41,69,1,,False,28.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},42,75,1,,False,30.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},43,128,1,,False,51.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},44,110,1,,False,44.4
